      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000 -3.5527137E-15      1.0000000 -8.8817842E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000 -3.5527137E-15      1.0000000 -8.8817842E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000 -3.5527137E-15      1.0000000 -8.8817842E-16      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000 -3.5527137E-15      1.0000000 -8.8817842E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000 -3.5527137E-15      1.0000000 -8.8817842E-16      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000 -3.5527137E-15      1.0000000 -8.8817842E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000 -3.5527137E-15      1.0000000 -8.8817842E-16      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000 -3.5527137E-15      1.0000000 -8.8817842E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000 -3.5527137E-15      1.0000000 -8.8817842E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000 -3.5527137E-15      1.0000000 -8.8817842E-16      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000  1.7763568E-15      1.0000000  4.4408921E-16      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000
